id,year,Source,PageNumber,BeginningWords,Date,Length,FrontPage,Description,subissue,issue
8686,1958,NYT Index 1958,953,Amer Jewish Cong,1/20/1958,9,0,Amer Jewish Cong urges Civil Rights comm probe curbs on freedom of assn,200,2
8690,1958,NYT Index 1958,961,"Eaton disputed, lr",5/19/1958,9,0,"C S Eaton's (contention that there are no communists in US and that probe to find them is placing liberty in perile) disputed, lr",209,2
8691,1958,NYT Index 1958,963,Repr Sikes holds,10/28/1958,9,0,Repr Sikes holds (Chmn of Dem party) Butler statements (re: unwillingness of party to compromise with southerners on civil rights) aid Repubs; urges avoiding 3d party idea,201,2
8714,1958,NYT Index 1958,1009,House subcom approves,5/15/1958,9,0,"House subcom approves repr Celler bill to permit wiretap evidence in fed ct cases involving espionage, treason, subversion or kidnapping",209,2
8820,1959,NYT Index 1959,201,Ark Legis Council,1/17/1959,9,0,Ark Legis Council com charges [NAACP has] links to Communist party,209,2
8878,1959,NYT Index 1959,317,"LITTLE ROCK, ARK:",1/17/1959,9,0,Ark State Legis Council com rept lays unrest to Communist party control over NAACP,209,2
8879,1959,NYT Index 1959,319,Sobeloff text on,1/30/1959,9,0,[Chief Judge] Sobeloff text on Charlottesville [VA school desegregation issue],201,2
8908,1959,NYT Index 1959,379,US STATE PROGRAMS,8/4/1959,9,0,Amer Jewish Cong repts '59 [human rights] laws equal and may exceed those of any year in last decade; major legis revd,200,2
8946,1959,NYT Index 1959,455,Chicago police guard,8/8/1959,9,0,Chicago police guard bldg in white neighborhood purchased by Negro following demonstration,201,2
8951,1959,NYT Index 1959,465,CO-OP HOUSING:,8/2/1959,9,0,"NYS Appeals Ct rules co-op apt corp has right to admit or exclude prospective tenants as it chooses so long as race or religion not involved, suit involving sale of apt, NYC; decision upholds rights of co-ops to make soc considerations qualification",200,2
8998,1959,NYT Index 1959,559,COMMUNIST ISSUE: J A,5/8/1959,9,0,"Poskonka testifies he joined Communist Party in '43 at request of FBI, has since reptd regularly on Communist activities in Chicago labor unions, HUAC subcom",209,2
9053,1959,NYT Index 1959,669,"Wagner, after conf",7/17/1959,9,1,"Mayor Wagner of NYC, after conf with Comr Kennedy, asks for meeting of NAACP reprs, other  community and pol leaders and city officials",201,2
9231,1959,NYT Index 1959,1027,SMITH ACT OF,4/30/1959,9,0,"const of clause which makes it crime to become member of group advocating Govt overthrow argued, Sup Ct, in Scales case",209,2
9292,1960,NYT Index 1960,61,Fed ct rules P Seeger has,1/29/1960,9,0,Fed ct rules P Seeger has right to subpoena Repr Walter for his coming trial for contempt of cong over his refusal to answer queries before HR Un-Amer Activities Com,209,2
9350,1960,NYT Index 1960,177,"Mich: Whiter chapel Memorial Cemetery, Troy",8/12/1960,9,0,"Mich: White Chapel Memorial Cemetery, Troy, bars burial of G V Nash, Winnebago Indian",201,2
9372,1960,NYT Index 1960,221,FBI Dir Hoover,1/17/1960,9,0,FBI Dir Hoover repts to Sen Internal Security subcom on Dec '59 US Communist Party conv,209,2
9432,1960,NYT Index 1960,341,Warns that spread,1/13/1960,9,1,"(Pres Eisenhower) warns that spread of bigotry threatens Amer freedoms, reply to NCCJ wire on outbreak of anti-Semitism",201,2
9442,1960,NYT Index 1960,361,"W J Kenney, F Altschul",11/27/1960,9,0,new dirs of English-Speaking Union of the US elected,200,2
9459,1960,NYT Index 1960,395,HR rejects efforts to,3/15/1960,9,1,HR rejects efforts to broaden a civil rights bill; Sen approve a move to broaden anti-bombing sec of bill to include gldgs an vehicles as well as schools and chs; NAACP bd statement on cong action on legis,201,2
9460,1960,NYT Index 1960,397,Lodge scores Dems for,9/21/1960,9,0,Lodge scores Dems for failing to act on civil rights legis at post-conv session,201,2
9466,1960,NYT Index 1960,409,trail ends,7/2/1960,9,0,trail (of Justice Dept voter-discrimination suit against Terrell County registrars) ends,206,2
9593,1960,NYT Index 1960,663,97th anniv of Emancipation Proclamation marked,1/2/1960,9,0,"(Negroes--US) 97th anniv of Emancipation Proclamation marked, Greenville, SC",201,2
9594,1960,NYT Index 1960,665,demonstrations of support,3/6/1960,9,0,"(civil rights) demonstrations in NYC, Newark, Washington, Boston, LA and Seattle; several orgns mentioned: Cong of Racial Equality, national Student Assn, ILGWU;  Southern students mentioned",201,2
9595,1960,NYT Index 1960,667,Col Miller urges Christian solution to race,5/2/1960,9,0,"Col Miller urges Christian solution to race problem, s Southern Presb Ch Gen Assembly; urges Negroes boycott businesses hostile to them",201,2
9596,1960,NYT Index 1960,669,NYC Negroes'  support,11/3/1960,9,0,NYC Negroes'  support of Sen Kennedy seen strengthened by his and bro's actions on Rev Dr King arrest,201,2
9999,1961,NYT Index 1961,349,ed backs proposals,9/26/1961,9,0,ed backs proposals. (Civil Rights Comm offers 12 proposals for speeding ps integration; unanimously urges Cong to require every segregated school dist to submit plans for desegregation.),201,2
10000,1961,NYT Index 1961,351,summer session for,6/21/1961,9,0,"Educ-Racial Integration, Tenn: summer session for 135 Negroes dropped, Knoxville, after Negro leaders protest segregation.",201,2
10003,1961,NYT Index 1961,357,Rev Dr M,8/17/1961,9,1,"Elections: Rev Dr M L King says Negroes plan 'stand-ins' at regis points in move to double Southern Negro regis in next 2 yrs, s, Luther Legue; lauds Justice Dept moves on voting rights.",206,2
10061,1961,NYT Index 1961,473,group of Negroes,1/19/1961,9,0,"discrimination: group of Negroes, charging that Negroes are unable to get mortgage funds to buy homes in certain 'restricted' areas, plans to form own savings and loan assn to privide such funds, 1st Negro assn in NJ.",201,2
10141,1961,NYT Index 1961,635,"motion picture, televison",2/21/1961,9,1,"motion picture, television and radio, and book industries agree on united front against censorship, 1st joint move by mass media; Motion Picture Assn, Natl Broadcasters Assn, etc.",207,2
10154,1961,NYT Index 1961,661,Pres Kennedy urges,4/29/1961,9,0,"Minorities: Pres Kennedy urges bias-free soc, s, Chicago",201,2
10168,1961,NYT Index 1961,689,ABC TV documentary,9/21/1961,9,0,ABC TV documentary on Negro's struggle for freedom revd.,201,2
10169,1961,NYT Index 1961,691,all-white jury awards,2/2/1961,9,0,"all-white jury awards Majory James $500,000 judgement against Times and 4 Negro mins; Times to appeal; execs testify ad was pub in good faith; Judge Jones rejects mins' demand for mistrial on ground ct segregation order violates Const",201,2
10170,1961,NYT Index 1961,693,lrs on Sen,9/17/1961,9,0,lrs on Sen Johnston Sept 3 article on Negro gains.,201,2
10172,1961,NYT Index 1961,697,20 Negroes picket,7/5/1961,9,0,"20 Negroes picket ICC office, New Orleans to protest bias in interstate travel.",201,2
10240,1961,NYT Index 1961,833,dissents from Civil,9/10/1961,9,1,dissents from Civil Rights Comm proposal to outlaw certain voter -qualification tests.,206,2
10303,1961,NYT Index 1961,959,NAACP aide fined,1/28/1961,9,0,Tennessee: NAACP aide fined,201,2
10353,1961,NYT Index 1961,1059,Welch calls democracy,9/18/1961,9,0,"Welch calls democracy mob rule, s, We the People conv",200,2
10552,1962,NYT Index 1962,335,LA: Justice Dept,1/31/1962,9,0,Justice Dept seeks contempt citations against 13 LA school officials; for ignoring orders to desegregate school,201,2
10655,1962,NYT Index 1962,543,Discrimination: Calif FEPC,9/23/1962,9,0,"Discrimination: Calif FEPC holds 3d anniv conf, LA; repts corrective action taken in 34.5% of 1312 cases; chmn Ford revs achievements; Gov Brown suggests future action",201,2
10682,1962,NYT Index 1962,597,Amer Jewish Cong,5/21/1962,9,0,Amer Jewish Cong chmn lauds Justice Dept moves to end segregation in hosp built with Fed funds,201,2
10692,1962,NYT Index 1962,617,Kennedy on issue,6/8/1962,9,0,"Kennedy on 'aid to minorities' issues, news conf",201,2
10721,1962,NYT Index 1962,675,D A Hopper named,9/14/1962,9,0,D A Hopper named special Asst Atty Gen to probe Dem orgn nominee Greenberg Charges that anti-semitic literature was distributed against him; NYC Human Rights Comm also probing charges,201,2
10831,1962,NYT Index 1962,897,Dir Hoover revealed to,7/3/1962,9,0,"Communism:  Dir Hoover revealed to have lauded film Operation Abilition, HR Subcom hearings",209,2
10879,1962,NYT Index 1962,993,Repr Walter concerned,2/9/1962,9,0,Repr Walter concerned about persons and orgns that do not see communism menace,209,2
10957,1963,NYT Index 1963,91,PERSONNEL: Meadow Brook,6/25/1963,9,0,"bank repts its goal for hiring Negroes and Puerto Ricans for non-menial jobs, set w/ CORE 4 mos ago, has been surpassed",201,2
10975,1963,NYT Index 1963,127,Rutgers Houses pickets,7/25/1963,9,1,"Rutgers Houses [labor protesters] get workhouse sentences; CORE comments;says 200 Negroes available for jobs if they could clear union hurdles, which exclude non-whites; Rev Wagner tells Pres Kennedy he hopes for solution; state official comments",201,2
10983,1963,NYT Index 1963,143,OKLA:  Lt Col,7/17/1963,9,0,"Lt Col Hubbard, Negro, deplores Nowata (OK) Memorial Cemetary refusal to bury father",201,2
11035,1963,NYT Index 1963,247,ACLU backs eating,5/7/1963,9,0,"ACLU backs eating of peyote bean at Indian religious rites; to appeal conviction of 4 Navajos, CA, '62, of violating state narcotics laws",207,2
11098,1963,NYT Index 1963,373,Natl Com Against,6/13/1963,9,0,Natl Com Against Discrimination in Housing repts volunteer groups helping integrate all-white neighborhoods have grown from 18 to 300 since '60,201,2
11180,1963,NYT Index 1963,539,NEA backs Adm,7/3/1963,9,0,NEA backs Adm bill; Amer Bar Assn forms special com on civil rights in response to Pres Kennedy plea for volunteer action by citizens,201,2
11181,1963,NYT Index 1963,541,Negro and white,8/6/1963,9,0,Negro and white leaders in Washington to lobby for [civil rights] bill; seek strategy for creating grassroots sentiment on bill,201,2
11182,1963,NYT Index 1963,543,excerpts from US,9/1/1963,9,0,excerpts from US and foreign comment [on civil rights march],201,2
11183,1963,NYT Index 1963,545,G Meany seeks,11/3/1963,9,0,G Meany seeks to contain any major fight over [civil] rights at AFL-CIO conv by making subject special order of business and having A P Randolph lead discussion; one faction holds fed should be pressing for [civil] rights,201,2
11184,1963,NYT Index 1963,547,2d Negro withdraws,7/15/1963,9,0,"2d Negro withdraws from Beloit, Wis, biracial comm named by City Mgr Calland; seeks inclusion of Negro leader Rev Gibson",201,2
11185,1963,NYT Index 1963,549,vote discussed; moderate,10/3/1963,9,0,"vote [on public accommodations amendment to Cambridge, Md city charter] discussed; moderate white leaders see their influence dying; Mrs Richardson emerging as undisputed Negro leader; Repr Morton deplores Negro voting boycott",201,2
11186,1963,NYT Index 1963,551,crisis revd; illus,5/12/1963,9,0,[racial] crisis reviewed,201,2
11187,1963,NYT Index 1963,553,Negroes picket segregated,6/7/1963,9,0,"negroes picket segregated lunch counter and theatre, Daytona Beach, FL",201,2
11188,1963,NYT Index 1963,555,Smoke bomb and,7/24/1963,9,0,"Smoke bomb and fire hoses used to disperse crowds demonstrating for integration, Somerville, TN",201,2
11189,1963,NYT Index 1963,557,5 Negro demonstrators,9/20/1963,9,0,"5 Negro demonstrators sentenced, Greenville, MS",201,2
11190,1963,NYT Index 1963,559,RECREATION AND SPORTS,8/2/1963,9,1,"Fed ct orders desegregation of all pub parks, playgrounds, and like facilities, New Orleans",201,2
11195,1963,NYT Index 1963,569,says preference for,11/1/1963,9,0,[Mayor Wagner of NYC] says preference for applicants on any basis other merit and ability violates law; stand differs from that of Human Rights Comm,200,2
11286,1963,NYT Index 1963,751,Concurring statement to,10/1/1963,9,0,[Comr Storey] concurring statement to Civil Rights Comm rept proposing uniform voting standards,206,2
11332,1963,NYT Index 1963,843,"Government, with permission",5/30/1963,9,0,"Govt, w/ permission of court, discontinues 15-yr-old indictments based on membership in a party that teaches and advocates overthrow of Govt",209,2
11391,1964,NYT Index 1964,53,white civil rights,11/5/1964,9,0,white civil rights worker who drove Negro woman to polls allegedly attacked and then arrested,206,2
11433,1964,NYT Index 1964,137,chap admits it,1/17/1964,9,0,NY chap of CORE admits it has no plans for demonstrations to oppose jailing of demonstrator in Aug '63; CORE Natl dir says threat does not have natl orgn support,200,2
11517,1964,NYT Index 1964,305,BLDG: civil rights,7/24/1964,9,0,civil rights groups urge revision of bldg program to avoid any new segregated schools,201,2
11552,1964,NYT Index 1964,375,Holds 1st meeting;,4/16/1964,9,0,Freedom Natl Bank holds 1st meeting; invites Harlemites to buy shares from special block held by organizers; appeals ct rejects bid to stay Dist Ct order permitting meeting to be held,200,2
11565,1964,NYT Index 1964,401,INTERGOVT RELATIONS AND,1/31/1964,9,0,Sen Javits urges Pres Johnson to clarify Adm position on withholding Fed aid from programs where discrimination is practiced,201,2
11587,1964,NYT Index 1964,445,DISCRIMINATION: Reformed Ch,6/11/1964,9,0,Reformed Ch Gen Synold calls on ch members to held end bias (in housing),201,2
11610,1964,NYT Index 1964,491,lr charges F,5/31/1964,9,0,"lr charges article on racial integration issue in Jackson Hts and Corona, NYC, is anti-Semitic",201,2
11614,1964,NYT Index 1964,501,"Johson, describing how",2/12/1964,9,1,"Johnson, describing how Amers suffer under discrimnation, cites example of family cook, Mrs Wright, Negro in a speech at the White House",201,2
11635,1964,NYT Index 1964,543,ed on rept,1/3/1964,9,0,ed on rept (by Amer Jewish Cong re: fair employment law) hails '63 gains,200,2
11678,1964,NYT Index 1964,629,Freedom Dem party,11/16/1964,9,0,Freedom Dem party to seek cutoff of Fed funds to state to force compliance with Civil Rights Act,200,2
11692,1964,NYT Index 1964,657,"D Gregory, 40",1/1/1964,9,0,sit-in at Atlanta restaurants (against racial segregation in the south),201,2
11693,1964,NYT Index 1964,659,Citizens Councils of,2/11/1964,9,0,Citizens Councils fo Amer ad cites Lincoln's views on separation of races,201,2
11694,1964,NYT Index 1964,661,experts at Child,3/11/1964,9,0,experts at Child Study Assn conf discuss role of youngsters in struggle for integration,201,2
11695,1964,NYT Index 1964,663,"Sen, lacking quorum,",4/5/1964,9,1,"Sen, lacking quorum (re: school desegration) , recesses,1st such occurrence in 2 yrs; Pres Johnson discussed",201,2
11698,1964,NYT Index 1964,669,Sen Repubs meet,5/23/1964,9,1,Sen Repubs meet again on amendments (jury trial  & employment ammendments to Civil rights legislation);,201,2
11699,1964,NYT Index 1964,671,J O Killens article,6/7/1964,9,0,article on essential differences between Negroes and whites holds white image of Negro is myth created in era of slavery and persisting today,201,2
11700,1964,NYT Index 1964,673,lrs urge use,6/30/1964,9,0,lrs urge use of Fed troops or militia in Mississippi (for racial tensions),201,2
11701,1964,NYT Index 1964,675,"Fed ct, Atlanta,",7/7/1964,9,1,"Fed ct, Atlanta, sets hearing on 1st major test of pub accomodations sec of civil rights act",201,2
